,x,y,z
0,0.56328042839068,0.4022303046208161,0.04135923878443731
1,0.4538340153710006,0.9952297311760833,0.5476694285570856
2,0.5855331332664162,0.34086973445014795,0.6201978960230832
3,0.644365109998036,0.264930161573834,0.27439648857992677
4,0.5111049289258577,0.6956890478241737,0.5458104471221918
5,0.5747784393198483,0.43091344415124594,0.7647433988308957
6,0.4050664061500103,0.2716543132607123,0.3885629078088223
7,0.37258004567980574,0.0740935680675024,0.4411441986039661
8,0.39739205134388034,0.12593844801002746,0.36423253502920194
9,0.4056442116836954,0.3171817707367849,0.85983366548467
10,0.675819949088744,0.6058459385966977,0.8258057828845511
11,0.3702193787745956,0.8925297865452311,0.3150166566087134
12,0.6369696441270165,0.6586326391378685,0.14288898429861155
13,0.6211662052080273,0.6799333230746237,0.1912089281822921
14,0.634856457781934,0.6761069154607167,0.1874933149017151
15,0.6376063150718387,0.6737889155854774,0.18094812235377067
16,0.6370939691303538,0.6711998037797106,0.1675386352330849
17,0.6684055260613508,0.6687717761009985,0.17685215372117885
18,0.6364036213021005,0.6776708006012652,0.16239438970864234
19,0.6352907681241058,0.6543753218575489,0.14166188548437328
20,0.6265309075405217,0.6346881147244681,0.1366675109500127
21,0.6150726934478102,0.6436847594858849,0.11381994858998976
22,0.6345636504719517,0.6409750306810418,0.10212550115062125
23,0.3532120080056444,0.29915702994816307,0.8600616112919475
24,0.6174761467654823,0.39369127533450776,0.7021316534376594
25,0.639548166801625,0.7227005170382031,0.25432605188862756
26,0.6285760752377358,0.2885291822835553,0.4512117426978048
27,0.5331594518311177,0.25896999539202603,0.34500809984335123
28,0.5576431656828953,0.2080399470765167,0.358770725052568
29,0.5145220659977985,0.2232114316769355,0.3459091263036477
30,0.5239328305463747,0.2104618886417964,0.3391178508311057
31,0.5071984069970747,0.21689437038405696,0.3437954943221945
32,0.5185209938134181,0.2621046468675723,0.37487938300001256
33,0.523978815109912,0.23252521749858945,0.3678672675339967
34,0.5100009874297053,0.22553952159377655,0.3684160695358609
35,0.507206072576575,0.2143166321587528,0.3635354486339153
36,0.5268965218504795,0.2082961842177997,0.3628670635939316
37,0.5203255425355039,0.21279453333890105,0.3656503819811679
38,0.6672676741807207,0.26231629146218893,0.22206772300489566
39,0.3808129315439099,0.8888655611971819,0.4717204407059236
40,0.6539296496367739,0.7594245248133684,0.43086428230781426
41,0.34381847050997544,0.8638724283189785,0.6753671349016467
42,0.6598820113379971,0.8010530945909,0.586094860795931
43,0.4180226037223152,0.2837483387379993,0.6528734727313593
44,0.487882875868451,0.32275991582124114,0.08564026270332681
45,0.5990383423165715,0.51619481982851,0.0771426114368447
46,0.6209685847858168,0.39859378338946583,0.7009098301107951
47,0.5374063878839654,0.7351538246523036,0.5001214995220957
48,0.5291349869396046,0.6706503065317765,0.5396910507676703
49,0.46867119685214687,0.679188050496531,0.6890373187500499
50,0.5233536514478048,0.764375098546362,0.7802280534819273
51,0.5152404199316215,0.113824800432403,0.21113631482299144
52,0.5155400478246661,0.04677364325113123,0.6108784739692612
53,0.4658301445695626,0.2799761962948265,0.5610391544958659
54,0.624257931299409,0.6155233834939887,0.11880304509613991
55,0.6021100140040954,0.8257130540101847,0.20016754781610138
56,0.6404344336499783,0.41755679721793704,0.7451758473210548
57,0.5001345754875528,0.6163652313186756,0.6375505072545617
58,0.4297127461622332,0.10846638222632876,0.32322193499474605
59,0.495803371540989,0.382395433829088,0.10537981323511121
60,0.6640089882024368,0.6755257219336874,0.8085457804087472
61,0.5821828881804265,0.32290073714814355,0.6487162899907928
62,0.4998589492370008,0.4465107623784208,0.7811582626246032
63,0.6407535167837947,0.22478389335284546,0.3573126792675956
64,0.4377519468987191,0.8055616500564855,0.4771637399128106
65,0.6660143822382019,0.7693241962096655,0.6474858860639625
66,0.42895623234971514,0.9793881661998186,0.48327680449877525
67,0.6105709214439003,0.38125860773836917,0.8876469224160652
68,0.35061206360171837,0.3674687792748637,0.2141847642082048
69,0.5068290865075221,0.4266291572236868,0.835661601537052
70,0.4305365223151536,0.9832398238754299,0.4738524531422743
71,0.6066831641406569,0.1812824331569063,0.7079049846802505
72,0.3423456167609462,0.16163873371275023,0.35870751771568876
73,0.5714909681991943,0.8412838200967883,0.816519580242857
74,0.6546232597930471,0.7331179430533249,0.7538498714464513
75,0.39061293059883007,0.6951975151912021,0.07025115932083104
76,0.3279839824286243,0.8063723474626316,0.5861052202738102
77,0.6068957039198065,0.6422839729153256,0.678347405197819
78,0.5110767481163832,0.5478701023670586,0.6531930667793899
79,0.5264733551216696,0.09535497928049695,0.2232704634602154
80,0.3319950985156494,0.1389511432520631,0.4167760170476781
81,0.34994902662880095,0.8760071116723802,0.3266773820770055
82,0.47635294760547503,0.7137473407464681,0.9352619674311994
83,0.6073759970428227,0.5493297142366943,0.2964745536992731
84,0.6225882211903492,0.7119542448015093,0.869731500782103
85,0.44673386238484414,0.1061206079962919,0.738701720398456
86,0.5756336701977671,0.4600621000515508,0.8427181060556794
87,0.5666458753904347,0.06345247649238824,0.6357831526681066
88,0.5217679995877751,0.1270028154797347,0.33438226411693095
89,0.5115800522394434,0.8741875883753506,0.7728282379692475
90,0.4538093393357814,0.9576817984137321,0.5163608678091874
91,0.4073653490960069,0.7811336094233773,0.20829559622091925
92,0.4132409918948982,0.761989655834749,0.21178987588036502
93,0.4805397855150405,0.7373354984389626,0.2079327978979626
94,0.501455925297184,0.7759127352416472,0.16967227508976207
95,0.5025677017286628,0.7516913814451704,0.20466009466241786
96,0.5139360591853945,0.8058696637292667,0.1720828441624081
97,0.4765251878287679,0.7387336287971566,0.2179109488575363
98,0.4719295971538925,0.7363398288214044,0.2286904380917827
99,0.5094459192527031,0.7580241482621675,0.2066558015101262
100,0.4662016354877295,0.7390323368131956,0.22731682866353364
101,0.4232209005854013,0.7903997759532884,0.2012360051478465
102,0.5361678441598666,0.3760032826605328,0.38016857928219944
103,0.5804826127318596,0.8538708439371184,0.2273124075852013
104,0.6071775476684105,0.04408062166552622,0.45676166102194793
105,0.5488567242567206,0.4366998259455083,0.8601532837773237
106,0.581262790455699,0.2901130068437707,0.41476326765607546
107,0.5564699745894223,0.9287455535768402,0.4699941228181265
