,x,y,z
0,0.5217191619155681,0.6006376210537703,0.0
1,0.5296170389757747,0.6085307678030856,0.0
2,0.5454127930961878,0.6085307678030856,0.0
3,0.5454127930961878,0.6045841944284279,0.0
4,0.5414638545660846,0.6045841944284279,0.0
5,0.5296170389757747,0.592744474304455,0.0
6,0.5217191619155681,0.592744474304455,0.0
7,0.5770043013370143,0.6716759417976081,0.0
8,0.5809532398671176,0.6677293684229504,0.0
9,0.5849021783972208,0.6677293684229504,0.0
10,0.5849021783972208,0.6637827950482927,0.0
11,0.5809532398671176,0.6598362216736351,0.0
12,0.5651574857467043,0.6598362216736351,0.0
13,0.5019744692650516,0.592744474304455,0.019999999999999997
14,0.5256681004456714,0.6243170613017162,0.019999999999999997
15,0.5296170389757747,0.6243170613017162,0.019999999999999997
16,0.5375149160359813,0.6322102080510315,0.019999999999999997
17,0.5770043013370143,0.6322102080510315,0.019999999999999997
18,0.5849021783972208,0.6243170613017162,0.019999999999999997
19,0.5888511169273242,0.6243170613017162,0.019999999999999997
20,0.5888511169273242,0.6203704879270586,0.019999999999999997
21,0.5928000554574274,0.6164239145524009,0.019999999999999997
22,0.5335659775058781,0.6006376210537703,0.019999999999999997
23,0.5019744692650516,0.5769581808058244,0.019999999999999997
24,0.4980255307349484,0.5809047541804819,0.019999999999999997
25,0.5533106701563946,0.6598362216736351,0.019999999999999997
26,0.5770043013370143,0.6677293684229504,0.019999999999999997
27,0.5809532398671176,0.6637827950482927,0.019999999999999997
28,0.5849021783972208,0.6637827950482927,0.019999999999999997
29,0.5849021783972208,0.6558896482989774,0.019999999999999997
30,0.573055362806911,0.6440499281750045,0.019999999999999997
31,0.5572596086864978,0.6440499281750045,0.019999999999999997
32,0.5533106701563946,0.6479965015496622,0.019999999999999997
33,0.48222977661453514,0.7348211157921306,0.04
34,0.5019744692650516,0.7585005560400766,0.04
35,0.505923407795155,0.7585005560400766,0.04
36,0.5138212848553616,0.7663937027893919,0.04
37,0.5217191619155681,0.7663937027893919,0.04
38,0.5256681004456714,0.7703402761640495,0.04
39,0.5296170389757747,0.7585005560400766,0.04
40,0.5256681004456714,0.7506074092907612,0.04
41,0.48222977661453514,0.7111416755441847,0.04
42,0.4782808380844319,0.7111416755441847,0.04
43,0.49407659220484507,0.5809047541804819,0.04
44,0.5098723463252582,0.6282636346763739,0.04
45,0.5217191619155681,0.6361567814256892,0.04
46,0.5217191619155681,0.6401033548003469,0.04
47,0.5335659775058781,0.6401033548003469,0.04
48,0.5493617316262912,0.6558896482989774,0.04
49,0.5770043013370143,0.6598362216736351,0.04
50,0.600697932517634,0.6322102080510315,0.04
51,0.6046468710477373,0.6322102080510315,0.04
52,0.6243915636982538,0.6124773411777432,0.04
53,0.6243915636982538,0.6045841944284279,0.04
54,0.6204426251681505,0.6045841944284279,0.04
55,0.6164936866380473,0.6006376210537703,0.04
56,0.6125447481079439,0.6045841944284279,0.04
57,0.5809532398671176,0.6085307678030856,0.04
58,0.5770043013370143,0.6045841944284279,0.04
59,0.5138212848553616,0.592744474304455,0.04
60,0.49407659220484507,0.5730116074311666,0.04
61,0.49012765367474176,0.5730116074311666,0.04
62,0.4703829610242253,0.7229813956681577,0.060000000000000005
63,0.4980255307349484,0.7427142625414459,0.060000000000000005
64,0.4980255307349484,0.7466608359161035,0.060000000000000005
65,0.5256681004456714,0.7703402761640495,0.060000000000000005
66,0.5691064242768077,0.7742868495387072,0.060000000000000005
67,0.573055362806911,0.7703402761640495,0.060000000000000005
68,0.5770043013370143,0.7703402761640495,0.060000000000000005
69,0.5770043013370143,0.7624471294147342,0.060000000000000005
70,0.5454127930961878,0.7427142625414459,0.060000000000000005
71,0.5454127930961878,0.7387676891667883,0.060000000000000005
72,0.5335659775058781,0.7348211157921306,0.060000000000000005
73,0.505923407795155,0.707195102169527,0.060000000000000005
74,0.505923407795155,0.7032485287948693,0.060000000000000005
75,0.5019744692650516,0.7032485287948693,0.060000000000000005
76,0.4980255307349484,0.6993019554202117,0.060000000000000005
77,0.49407659220484507,0.7032485287948693,0.060000000000000005
78,0.4703829610242253,0.695355382045554,0.060000000000000005
79,0.4703829610242253,0.6993019554202117,0.060000000000000005
80,0.466434022494122,0.7032485287948693,0.060000000000000005
81,0.5019744692650516,0.6282636346763739,0.060000000000000005
82,0.5256681004456714,0.6282636346763739,0.060000000000000005
83,0.5493617316262912,0.6479965015496622,0.060000000000000005
84,0.5967489939875308,0.6440499281750045,0.060000000000000005
85,0.6322894407584604,0.6045841944284279,0.060000000000000005
86,0.6322894407584604,0.592744474304455,0.060000000000000005
87,0.600697932517634,0.6006376210537703,0.060000000000000005
88,0.5967489939875308,0.6045841944284279,0.060000000000000005
89,0.5928000554574274,0.6006376210537703,0.060000000000000005
90,0.5019744692650516,0.5848513275551397,0.060000000000000005
91,0.49407659220484507,0.5769581808058244,0.060000000000000005
92,0.49012765367474176,0.5769581808058244,0.060000000000000005
93,0.49012765367474176,0.5809047541804819,0.060000000000000005
94,0.4861787151446385,0.5848513275551397,0.060000000000000005
95,0.3835063133619528,0.19019399008937388,0.08000000000000002
96,0.3874552518920561,0.19019399008937388,0.08000000000000002
97,0.3874552518920561,0.18624741671471623,0.08000000000000002
98,0.3914041904221594,0.18230084334005858,0.08000000000000002
99,0.3874552518920561,0.17835426996540094,0.08000000000000002
100,0.3874552518920561,0.1744076965907433,0.08000000000000002
101,0.3835063133619528,0.1744076965907433,0.08000000000000002
102,0.3835063133619528,0.17835426996540094,0.08000000000000002
103,0.3795573748318495,0.18230084334005858,0.08000000000000002
104,0.4545872069038121,0.7111416755441847,0.08000000000000002
105,0.49407659220484507,0.7427142625414459,0.08000000000000002
106,0.4980255307349484,0.7585005560400766,0.08000000000000002
